full_name,sm_axis,eccentricity,mag_slope,incline,longitude,argument_of_perihelion,perihelion_distance,aphelion_distance,orbital_period,data_arc,condition_code,no_obs_used,absolute_magnitude_parameter,diameter,albedo,rotation_period,bv_mag_difference,ub_mag_difference,taxonomic_type,spec_T,near_eath_object,hazard_category,moid
  1151 Ithaka (1929 RK),2.40618821,0.275442797,,6.56446455,225.4142206,122.469171,1.743421,3.06895542,3.732523872,32855,0,2032,13.1,12.12,0.069,4.93115,,,,,N,N,0.747311
  1152 Pawona (1930 AD),2.426391844,0.041979431,,5.079028788,331.8475002,217.577282,2.324533295,2.528250394,3.779632795,34630,0,2208,11.1,17.13,0.203,3.4154,,,Sl,,N,N,1.32797
  1153 Wallenbergia (1924 SL),2.195861166,0.16029831,,3.335631722,280.4994875,28.80571742,1.843868332,2.547854,3.253984798,32614,0,2394,12.1,8.037,0.433,4.096,,,,,N,N,0.829222
  1154 Astronomia (1927 CB),3.393064794,0.07103401,,4.532320084,82.5056632,204.2885134,3.152041795,3.634087792,6.250236227,39427,0,2768,10.51,55.715,0.036,18.1154,0.658,0.229,,FXU:,N,N,2.13576
  1155 Aenna (1928 BD),2.463888564,0.164191789,,6.592957784,39.12229821,195.4066209,2.059338294,2.868438834,3.867584356,33446,0,3045,11.9,9.284,0.356,8.07,,,Xe,,N,N,1.04914
  1156 Kira (1928 DA),2.237413263,0.046202286,,1.397554696,91.13310901,354.0527631,2.134039657,2.34078687,3.346782694,33417,0,2602,12.3,6.831,0.181,2.971,,,,,N,N,1.15009
  1157 Arabia (1929 QC),3.182712638,0.144840448,,9.543639357,336.1775579,313.1888676,2.721727113,3.643698162,5.678117105,32853,0,2543,10,29.113,0.247,15.225,,,,,N,N,1.71607
  1158 Luda (1929 QF),2.565065197,0.112107088,,14.81986604,344.612665,56.94210483,2.277503208,2.852627186,4.108240073,32861,0,2233,10.8,18.636,0.221,6.863,,,,,N,N,1.31448
  1159 Granada (1929 RD),2.379471752,0.05864127,,13.03021354,347.8745317,313.4364767,2.239936506,2.519006997,3.67053215,32759,0,2634,11.55,27.839,0.031,31,0.68,0.36,,,N,N,1.24289
  1160 Illyria (1929 RL),2.560632206,0.116962111,,14.94605785,3.718202504,5.260706846,2.261135257,2.860129155,4.097594777,32853,0,2173,11.5,13.977,0.249,4.1025,,,,,N,N,1.2594
  1161 Thessalia (1929 SF),3.168483397,0.087679903,,9.396864967,72.56174479,310.1274212,2.890671079,3.446295715,5.640081192,32834,0,2037,11.1,21.498,0.065,,,,,,N,N,1.90554
  1162 Larissa (1930 AC),3.932160565,0.106967374,,1.874671558,39.71176947,207.6587141,3.511547677,4.352773454,7.797494327,32736,0,2949,9.44,42.243,0.169,6.516,0.761,0.226,,P,N,N,2.49786
  1163 Saga (1930 BA),3.217262234,0.042932492,,9.023517589,127.5156733,199.3302431,3.07913715,3.355387317,5.770824856,32736,0,2535,10.6,32.429,0.147,9.365,,,,,N,N,2.06722
  1164 Kobolda (1930 FB),2.305442413,0.196309656,,25.19016204,156.9229031,341.1919943,1.852861806,2.758023021,3.500576881,32663,0,1726,12.8,7.651,0.229,4.141,,,,,N,N,0.873841
  1165 Imprinetta (1930 HM),3.128284806,0.212650508,,12.80166155,203.7757264,96.55170595,2.463053454,3.793516158,5.533088672,40123,0,2529,10.7,53.187,0.048,8.107,,,,,N,N,1.48854
  1166 Sakuntala (1930 MA),2.535728736,0.209437178,,18.92542309,106.6784522,189.7795694,2.004652866,3.066804607,4.037963517,32559,0,2161,10.3,26.011,0.286,6.29,,,,,N,N,0.989745
  1167 Dubiago (1930 PB),3.412310941,0.068930681,,5.748202794,223.3916364,71.84787014,3.177098025,3.647523856,6.303490465,32444,0,2665,9.85,63.12,0.0509,14.3,0.743,0.196,,D,N,N,2.16701
  1168 Brandia (1930 QA),2.552115002,0.218322928,,12.73226789,218.6575542,122.7426751,1.994929782,3.109300221,4.077167586,30986,0,1671,12.53,10.11,0.15,11.444,0.86,0.47,,,N,N,1.01952
  1169 Alwine (1930 QH),2.317968272,0.155344029,,4.053953431,255.0737599,177.2790384,1.957885742,2.678050802,3.529144437,32273,0,2268,12.8,7.893,0.179,,,,,,N,N,0.97242
  1170 Siva (1930 SQ),2.325154368,0.30116964,,22.16585366,0.855639993,59.55265088,1.624888465,3.025420271,3.545568571,32422,0,1316,12.43,10.37,0.1751,5.22,0.864,0.452,,S,N,N,0.721885
  1171 Rusthawelia (1930 TA),3.178056734,0.193596996,,3.08361712,121.5150258,291.7632632,2.562794496,3.793318972,5.665662119,42160,0,2861,9.9,82.229,0.029,10.98,0.678,0.255,,P,N,N,1.57568
  1172 Aneas (1930 UA),5.218844355,0.104369217,,16.66408275,247.3259701,50.65751865,4.674157654,5.763531055,11.92256557,32446,0,2328,8.33,118.02,0.059,8.705,0.725,0.254,,D,N,N,3.6861
  1173 Anchises (1930 UB),5.292457681,0.138137929,,6.921394715,283.9284313,40.44892087,4.561368537,6.023546825,12.17570994,32348,0,2195,8.89,99.549,0.05,11.595,0.691,0.266,,P,N,N,3.55212
  1174 Marmara (1930 UC),3.02316712,0.109505333,,10.06370997,0.915726053,353.0417977,2.692114199,3.354220042,5.256557696,32443,0,2169,11.4,18.142,0.086,12,,,,,N,N,1.68682
  1175 Margo (1930 UD),3.214437222,0.068322374,,16.30839743,237.1865003,102.4453146,2.99481924,3.434055203,5.76322566,40701,0,2458,10,24.266,0.249,6.0136,,,,,N,N,2.04234
  1176 Lucidor (1930 VE),2.692107816,0.143456871,,6.646361566,272.2299164,156.1526432,2.305906451,3.07830918,4.417198089,32254,0,2371,11.4,17.489,0.043,4.0791,,,C,,N,N,1.32183
  1177 Gonnessia (1930 WA),3.349672095,0.03101674,,15.07178282,252.1588889,243.3512793,3.245776187,3.453568003,6.13072231,32381,0,2202,9.3,91.98,0.0398,30.51,0.668,0.244,,XFU,N,N,2.2902
  1178 Irmela (1931 EC),2.680150319,0.18231147,,6.950622602,170.0975129,357.366886,2.191528174,3.168772463,4.387801083,32320,0,2524,11.81,19.663,0.07,11.989,,,,,N,N,1.19882
  1179 Mally (1931 FD),2.618868188,0.171585226,,8.7049809,6.794959194,234.2866418,2.169509099,3.068227278,4.238172827,32184,0,2110,12.7,13.159,0.071,46.692,,,,,N,N,1.17125
  1180 Rita (1931 GE),3.99600666,0.157735516,,7.199428602,88.29239298,208.1605617,3.365694489,4.626318832,7.988173838,41046,0,3146,9.14,97,0.058,14.849,0.682,0.216,,P,N,N,2.35144
  1181 Lilith (1927 CQ),2.662517458,0.196281686,,5.603395403,260.6995527,156.0705854,2.139914042,3.185120874,4.344570994,32384,0,2158,11.2,20.492,0.106,15.033,,,X,,N,N,1.15313
  1182 Ilona (1927 EA),2.259147291,0.117870087,,9.388404392,336.3668116,62.90538776,1.992861402,2.52543318,3.39566644,33671,0,2239,11.6,14.162,0.221,29.8553,,,,,N,N,1.01747
  1183 Jutta (1930 DC),2.383761843,0.130565785,,2.799976184,15.11452799,205.5317744,2.072524106,2.69499958,3.680463354,32688,0,2596,12.4,23.751,0.045,212.5,,,,,N,N,1.06498
  1184 Gaea (1926 RE),2.668751227,0.070629112,,11.31272125,355.7363636,311.5254318,2.480259698,2.857242755,4.359837878,33823,0,2206,11.1,11.783,0.462,2.871,,,,,N,N,1.48141
  1185 Nikko (1927 WC),2.237153948,0.105697725,,5.701420232,71.90230301,1.836707199,2.000691865,2.473616032,3.346200876,32377,0,2745,12.09,8.347,0.37,3.79,0.923,0.514,S,S,N,N,1.01535
  1186 Turnera (1929 PL),3.02115403,0.100796382,,10.75102849,42.98232427,295.7886687,2.716632635,3.325675425,5.251308154,32888,0,2574,9.2,34.29,0.24,12.085,0.79,0.43,Sq,S,N,N,1.72969
  1187 Afra (1929 XC),2.639750483,0.222508208,,10.69713496,327.1713991,74.96549158,2.052384334,3.227116632,4.288965168,32762,0,1768,11.5,32.348,0.051,14.0701,,,X,,N,N,1.08979
  1188 Gothlandia (1930 SB),2.190219995,0.180729555,,4.816684301,5.442177618,7.102269721,1.794382509,2.58605748,3.241453616,32348,0,2415,11.6,12.67,0.273,3.4916,,,S,,N,N,0.793823
  1189 Terentia (1930 SG),2.931944354,0.114588342,,9.868123425,275.2217048,95.37631122,2.595977713,3.267910995,5.020440074,37927,0,2424,9.9,59.246,0.042,19.308,,,Ch,,N,N,1.6187
  1190 Pelagia (1930 SL),2.430913493,0.132175374,,3.169427665,26.47116113,41.06409558,2.109606592,2.752220394,3.790202891,40283,0,2704,12.7,17.923,0.054,2.3661,,,,,N,N,1.12436
  1191 Alfaterna (1931 CA),2.892251168,0.046772911,,18.49267147,134.7065795,53.80157831,2.756972162,3.027530175,4.918834495,32234,0,1800,10.8,47.397,0.045,3.664,,,,,N,N,1.79558
  1192 Prisma (1931 FE),2.366576092,0.257899352,,23.89428476,1.323547684,131.5482064,1.756237651,2.976914533,3.64073368,32190,0,1163,12.92,7.377,0.22,6.558,,,,,N,N,0.82861
  1193 Africa (1931 HB),2.646354484,0.123007103,,14.1404952,49.53925463,184.0023348,2.320834085,2.971874883,4.305070121,32261,0,3148,11.7,12.22,0.247,158.7,,,,,N,N,1.31022
  1194 Aletta (1931 JG),2.913882569,0.091457792,,10.86971778,291.2920317,243.3689162,2.647385302,3.180379837,4.97412014,32126,0,1978,10.7,41.358,0.087,20.39,,,,,N,N,1.67565
  1195 Orangia (1931 KD),2.257363722,0.200993659,,7.192302702,281.2548752,328.3365683,1.803647927,2.711079517,3.391645979,32129,0,1910,13.2,6.258,0.237,6.167,,,,,N,N,0.79353
  1196 Sheba (1931 KE),2.653313827,0.179222268,,17.66671922,100.7585854,262.6245306,2.177780905,3.128846748,4.322063393,39296,0,2379,10.26,25.274,0.218,6.319,,,X,,N,N,1.25425
  1197 Rhodesia (1931 LD),2.88761443,0.230674787,,12.98571557,255.7355324,277.2464135,2.221514587,3.553714273,4.907010727,34551,0,2220,10.2,47.741,0.063,16.06,0.74,,,,N,N,1.27097
  1198 Atlantis (1931 RA),2.251074279,0.335036354,,2.725027619,259.5298265,84.53499492,1.49688256,3.005265998,3.377481205,32126,0,1603,14.3,,,16,,,L,,N,N,0.491807
  1199 Geldonia (1931 RF),3.021987061,0.029122721,,8.790118175,235.626036,293.082534,2.933978574,3.109995547,5.253480239,35747,0,2506,10.36,30.395,0.098,28.3,0.76,0.33,,CGTP:,N,N,1.94969
  1200 Imperatrix (1931 RH),3.064777016,0.105273467,,4.593323962,204.7641646,51.78129058,2.742137315,3.387416718,5.365454612,37843,0,2483,10.9,42.006,0.065,17.769,,,,,N,N,1.73015
  1201 Strenua (1931 RK),2.699715549,0.038972439,,7.000629826,203.1080076,164.292566,2.59450105,2.804930049,4.435935412,41045,0,2492,11.4,35.825,0.037,14.775,,,Xc,,N,N,1.59334
  1202 Marina (1931 RL),4.000066135,0.166653089,,3.333321319,49.88102738,307.4014262,3.333442757,4.666689512,8.000349501,34466,0,2324,10,54.93,0.0337,9.45,,,,,N,N,2.3302
  1203 Nanna (1931 TA),2.884345457,0.249304981,,5.994090102,224.5290401,177.1843874,2.165263768,3.603427146,4.898680488,33922,0,2277,11.6,35.18,0.0473,18.54,,,,,N,N,1.1733
  1204 Renzia (1931 TE),2.263229512,0.293887005,,1.87947404,7.566446945,313.6851299,1.598095769,2.928363256,3.40487442,31995,0,2813,11.9,,,7.885,,,S,,N,N,0.585376
  1205 Ebella (1931 TB1),2.537689622,0.272271203,,8.851160479,23.07195006,349.1944978,1.846749815,3.228629428,4.042648273,32095,0,1284,13.5,5.474,0.214,,,,,,N,N,0.847494
  1206 Numerowia (1931 UH),2.866340105,0.053164341,,13.00053211,324.4336778,277.8943022,2.713953022,3.018727187,4.852882571,32077,0,1989,11.5,14.534,0.159,4.7743,,,,,N,N,1.73812
  1207 Ostenia (1931 VT),3.021542283,0.086946788,,10.33804443,20.01776942,45.94950232,2.758828885,3.28425568,5.252320465,32055,0,2146,10.8,21.925,0.176,9.073,,,,,N,N,1.78225
  1208 Troilus (1931 YA),5.252322252,0.091363763,,33.54098996,48.54724094,295.6131672,4.772450325,5.732194179,12.03747085,31908,0,2123,8.99,100.477,0.041,56.17,0.693,0.314,,FCU,N,N,3.88968
  1209 Pumma (1927 HA),3.167974085,0.128619297,,6.939158575,89.76045118,176.6246626,2.760511487,3.575436684,5.63872134,33725,0,2514,10.6,26.889,0.141,8.5001,,,,,N,N,1.7442
  1210 Morosovia (1931 LB),3.009258429,0.06088345,,11.2727742,106.6229244,169.2470378,2.826044393,3.192472464,5.220323667,42152,0,2313,9.91,33.663,0.132,15.2616,0.83,,,MU:,N,N,1.80981
  1211 Bressole (1931 XA),2.92692438,0.161153124,,12.76400961,129.7600785,211.801419,2.455241372,3.398607388,5.007551858,32035,0,2468,11,45.809,0.047,31.812,,,,,N,N,1.45443
  1212 Francette (1931 XC),3.951409295,0.190826296,,7.590819148,149.5588971,348.3013847,3.197376497,4.705442093,7.854819831,31937,0,2432,9.54,76.395,0.046,22.433,0.693,0.215,X,P,N,N,2.2118
  1213 Algeria (1931 XD),3.135363686,0.12769751,,13.1093057,271.2929352,110.1601046,2.73498555,3.535741823,5.551880227,32056,0,2036,11.1,29.175,0.057,16,,,,,N,N,1.77311
  1214 Richilde (1932 AA),2.710914109,0.117539366,,9.841153964,285.8415741,32.36106045,2.392274983,3.029553234,4.463564748,32477,0,2465,11.1,36.668,0.048,9.86,,,Xk,,N,N,1.38375
  1215 Boyer (1932 BA),2.577825322,0.133134986,,15.9170942,123.7271863,265.8683677,2.234626585,2.921024059,4.138933326,31890,0,2391,11,13.041,0.116,10.36,0.9,0.459,,S,N,N,1.30372
  1216 Askania (1932 BL),2.23218206,0.179454998,,7.600949535,121.5942606,144.6726438,1.831605833,2.632758287,3.335052097,41292,0,2352,13.49,10.533,0.064,6.536,0.903,,,S,N,N,0.821042
  1217 Maximiliana (1932 EC),2.353105734,0.154622422,,5.153464122,148.4175109,91.49489676,1.989262827,2.716948642,3.609693817,34452,0,2347,12.6,,,3.1987,,,,,N,N,0.984993
  1218 Aster (1932 BJ),2.262547088,0.109863067,,3.157272123,63.81778701,69.13506222,2.013976726,2.51111745,3.403334545,31978,0,2113,13.1,5.554,0.332,3.1581,,,,,N,N,1.03132
  1219 Britta (1932 CJ),2.212896842,0.124445308,0.24,4.411110662,42.52519109,24.06553879,1.937512213,2.48828147,3.291925178,41973,0,2391,11.7,9.86,0.346,5.575,0.913,0.514,,,N,N,0.951706
  1220 Crocus (1932 CU),3.003918577,0.073863123,0.23,11.3636716,113.3339126,333.0341582,2.782039769,3.225797385,5.206434838,31969,0,2819,11.72,17.866,0.114,491.4,,,,,N,N,1.80359
  1221 Amor (1932 EA1),1.919415663,0.435321035,,11.87652957,171.3372303,26.67481968,1.08385365,2.754977677,2.659265835,31628,0,467,17.7,1,,,,,,,Y,N,0.107716
  1222 Tina (1932 LA),2.793874689,0.249830454,,19.59025902,245.7937438,59.89736615,2.095879706,3.491869673,4.670018351,31743,0,2018,11.2,25.781,0.202,13.395,,,X,,N,N,1.14765
  1223 Neckar (1931 TG),2.868950771,0.059792287,,2.544664215,40.81262467,15.32026412,2.697409642,3.0404919,4.859514099,40832,0,2932,10.58,22.783,0.17,7.81,0.84,0.405,,S,N,N,1.70857
  1224 Fantasia (1927 SD),2.304073667,0.199066943,,7.889326378,258.0794301,129.524661,1.845408766,2.762738569,3.497459894,30872,0,2285,11.36,13.816,0.264,4.995,0.929,0.441,,S,N,N,0.861898
  1225 Ariane (1930 HK),2.233344257,0.074817623,,3.07344147,12.37762836,100.4327291,2.066250749,2.400437765,3.337657053,33037,0,2517,12,9.194,0.302,5.5068,,,,,N,N,1.08563
  1226 Golia (1930 HL),2.581968526,0.112458574,,9.845568093,17.47348089,139.4539902,2.291604026,2.872333026,4.148915772,32626,0,2200,12.1,11.679,0.187,4.097,,,,,N,N,1.30939
  1227 Geranium (1931 TD),3.219772727,0.192058362,,16.48781768,0.686496947,302.9156396,2.601388449,3.838157004,5.777580805,31975,0,2275,10.8,46.269,0.071,12.363,,,,,N,N,1.62889
  1228 Scabiosa (1931 TU),2.76805671,0.041957372,,3.280411365,307.912117,209.0978333,2.651916324,2.884197096,4.605435214,32094,0,2861,11.4,14.685,0.249,,,,S,,N,N,1.66215
  1229 Tilia (1931 TP1),3.225534483,0.16559089,,1.03925666,197.368601,166.5541419,2.691415358,3.759653608,5.79309614,32097,0,2826,11.3,27.795,0.069,,,,,,N,N,1.68843
  1230 Riceia (1931 TX1),2.57234753,0.179666902,,10.5138607,200.5475774,185.1668013,2.110181819,3.034513241,4.125747696,31992,0,1769,13,6.194,0.318,6.67317,,,,,N,N,1.11359
  1231 Auricula (1931 TE2),2.668845064,0.086179592,,11.48295534,342.043027,245.5980945,2.438845085,2.898845044,4.360067829,31895,0,2085,12.2,18.713,0.066,3.9816,,,,,N,N,1.45735
  1232 Cortusa (1931 TF2),3.182238535,0.134716027,,10.36160892,261.214251,340.4431366,2.753540004,3.610937066,5.676848419,32436,0,2455,10.3,36.367,0.072,25.16,,,,,N,N,1.74276
  1233 Kobresia (1931 TG2),2.555020153,0.055788634,,5.603894385,291.4190838,335.2732661,2.412479068,2.697561239,4.084131316,33457,0,2652,11.5,33.323,0.047,27.83,,,,,N,N,1.39721
  1234 Elyna (1931 UF),3.015193107,0.086384259,,8.525587084,304.3531643,89.36177077,2.754727885,3.275658329,5.235774091,32085,0,2299,10.7,22.876,0.162,5.4221,,,K,,N,N,1.77718
  1235 Schorria (1931 UJ),1.910220256,0.154813394,,24.99830558,12.9519745,43.78338747,1.614492574,2.205947937,2.640178993,31964,0,2110,12.68,,,1265,0.75,0.33,,CX:,N,N,0.660475
  1236 Thais (1931 VX),2.430785104,0.241505529,,13.17473594,48.61003098,306.1720066,1.843737061,3.017833147,3.789902625,31932,0,2189,11.93,22.34,0.0599,72,0.785,0.383,,T,N,N,0.873401
  1237 Genevieve (1931 XB),2.61213828,0.076064889,,9.735380791,57.85411217,306.6847269,2.413446271,2.810830289,4.221846585,40654,0,2469,10.8,39.81,0.0585,16.37,0.61,0.25,,,N,N,1.42671
  1238 Predappia (1932 CA),2.666174477,0.140707109,,12.15446872,51.94073899,91.9361685,2.291024775,3.041324179,4.353525095,29961,0,2134,12.1,20.606,0.07,8.94,,,,,N,N,1.34192
  1239 Queteleta (1932 CB),2.659727239,0.233514934,,1.661818669,73.16015251,35.44681267,2.038641208,3.280813271,4.337743362,31872,0,2313,12.4,18.032,0.051,,,,,,N,N,1.05589
  1240 Centenaria (1932 CD),2.866962021,0.174968475,,10.16857076,323.7129685,24.11699432,2.365334048,3.368589993,4.854462068,32292,0,2448,10.1,63.035,0.056,11.2907,,,,,N,N,1.36099
  1241 Dysona (1932 EB1),3.187216994,0.101460714,,23.52063786,322.1861234,320.2011609,2.863839682,3.510594307,5.690175363,36323,0,2027,9.45,79.19,0.047,8.608,0.75,0.29,,PDC,N,N,1.87794
  1242 Zambesia (1932 HL),2.736492481,0.189597888,,10.14029265,349.7506845,53.91494617,2.217659287,3.255325676,4.526886347,40744,0,2200,10.4,47.594,0.058,15.72,,,,,N,N,1.2419
  1243 Pamela (1932 JE),3.096435358,0.047096761,,13.28639425,245.6787727,56.00561887,2.950603282,3.242267433,5.44880454,31812,0,2516,9.7,69.883,0.04,26.017,,,,,N,N,1.95557
  1244 Deira (1932 KE),2.342728323,0.098722102,,8.698870802,277.0907599,261.1448659,2.111449259,2.574007387,3.585841544,40496,0,2230,11.5,28.816,0.037,210.6,,,,,N,N,1.13678
  1245 Calvinia (1932 KF),2.891872506,0.082403639,,2.893592248,151.7187729,208.2409728,2.653571686,3.130173325,4.917868542,41329,0,2651,9.9,29.751,0.221,4.8523,0.847,0.474,,S,N,N,1.64942
  1246 Chaka (1932 OA),2.619841213,0.310327524,,16.00356661,290.5215383,54.84733102,1.806832376,3.432850049,4.240535047,31723,0,2300,10.9,17.634,0.195,25.462,,,,,N,N,0.844501
  1247 Memoria (1932 QA),3.130267483,0.175331836,,1.778220606,161.7232374,139.4321776,2.581431936,3.679103029,5.538349733,41444,0,3001,10.52,38.906,0.078,,0.68,0.29,,CXF,N,N,1.56551
  1248 Jugurtha (1932 RO),2.721977878,0.016559203,,9.138659098,79.3810837,345.8463542,2.676904092,2.767051663,4.490917625,42907,0,2513,9.9,28.468,0.282,12.91,,,S,,N,N,1.69157
  1249 Rutherfordia (1932 VB),2.224457141,0.07655269,,4.87573773,258.9980709,223.1872745,2.054168963,2.39474532,3.317754647,31569,0,2472,11.54,13.063,0.251,18.242,0.883,0.484,,S,N,N,1.07352
  1250 Galanthus (1933 BD),2.550813537,0.272293031,,15.17065097,292.0050537,217.2141421,1.856244787,3.245382287,4.074049223,31512,0,1697,12.26,20.062,0.055,3.92,,,,,N,N,0.890826
  1251 Hedera (1933 BE),2.715718161,0.157837388,,6.049873756,140.6459226,217.3552663,2.287076299,3.144360024,4.475434931,38082,0,2652,10.5,13.239,0.636,19.9,0.689,0.233,X,E,N,N,1.28529
  1252 Celestia (1933 DG),2.694271713,0.20758001,,33.83855636,140.9097659,63.58881845,2.134994763,3.253548663,4.422524928,31550,0,2002,10.89,19.037,0.215,10.636,0.89,0.425,S,S,N,N,1.27527
  1253 Frisia (1931 TV1),3.164980768,0.209800566,,1.345678918,40.03310813,355.2377572,2.500966011,3.828995524,5.630731457,31991,0,2133,12,21.682,0.077,14.557,,,,,N,N,1.50719
  1254 Erfordia (1932 JA),3.136019681,0.031443357,,7.071277486,287.9786565,240.4719711,3.037412694,3.234626668,5.553622701,32251,0,2530,10.5,51.54,0.032,12.287,,,,,N,N,2.05307
  1255 Schilowa (1932 NC),3.143703406,0.173487493,,8.547291437,237.6228034,133.5097904,2.598310185,3.689096628,5.57404603,41472,0,2599,10.3,33.669,0.13,29.536,,,,,N,N,1.60735
  1256 Normannia (1932 PD),3.896816302,0.07877972,,4.173588109,236.9344883,101.1147247,3.589826207,4.203806398,7.692599147,32588,0,2585,9.66,68.253,0.052,488.063,0.737,0.239,,D,N,N,2.58335
  1257 Mora (1932 PE),2.487919881,0.082790063,,3.923546316,213.9394949,18.77241753,2.281944837,2.693894926,3.924305312,33235,0,2684,12.1,21.392,0.051,5.2948,0.63,0.32,,,N,N,1.27142
  1258 Sicilia (1932 PG),3.186569663,0.043366462,,7.701462433,299.5953497,77.53719779,3.048379411,3.324759916,5.68844192,31790,0,2253,10.7,45.669,0.05,13.5,,,,,N,N,2.05992
  1259 Ogyalla (1933 BT),3.104554149,0.127592441,,2.380956071,75.00084353,150.0937749,2.708436507,3.500671791,5.470248566,33261,0,3109,10.6,36.111,0.066,17.334,,,,,N,N,1.69957
  1260 Walhalla (1933 BW),2.614843088,0.038323236,,8.013816748,304.5335454,18.67492138,2.51463384,2.715052337,4.228405718,31616,0,1787,12.4,13.328,0.12,,,,,,N,N,1.50162
  1261 Legia (1933 FB),3.13620922,0.178782765,,2.427362051,67.27969354,104.4709124,2.575509066,3.696909375,5.554126197,31554,0,2733,11.2,32.576,0.067,8.693,,,,,N,N,1.58299
  1262 Sniadeckia (1933 FE),3.00204404,0.0047352,,13.13079464,124.2791791,151.4521807,2.987828762,3.016259318,5.201562137,41035,0,2801,10.25,71.011,0.028,17.57,0.74,0.38,C,,N,N,1.97286
  1263 Varsavia (1933 FF),2.665392304,0.188690769,,29.26823239,158.4746865,287.3568155,2.16245738,3.168327228,4.351609452,31386,0,2000,10.2,49.29,0.0459,7.1639,0.727,0.321,Xc,X,N,N,1.32026
  1264 Letaba (1933 HG),2.865709666,0.155315164,,24.95446371,235.0479662,31.63466641,2.420621499,3.310797833,4.851281605,31416,0,2032,9.7,66.04,0.093,32.74,,,C,,N,N,1.43016
  1265 Schweikarda (1911 MV),3.023900411,0.074682072,,9.511613088,314.311256,110.8652324,2.798069262,3.249731559,5.258470335,39287,0,2021,11.2,19.335,0.172,18.13,,,,,N,N,1.82972
  1266 Tone (1927 BD),3.36002444,0.051159347,,17.18268854,320.5988805,298.6318252,3.188127785,3.531921095,6.159165256,31508,0,2295,9.41,75.47,0.053,7.4,0.732,0.317,,P,N,N,2.20858
  1267 Geertruida (1930 HD),2.46837329,0.179768288,,4.782416525,24.38304812,268.158109,2.024638049,2.912108531,3.878148721,34093,0,2607,12.1,23.572,0.03,5.5087,,,,,N,N,1.01487
  1268 Libya (1930 HJ),3.974045365,0.10196592,,4.427227561,350.9953706,119.1719601,3.568828175,4.379262556,7.922412166,32613,0,2403,9.12,96.708,0.043,14.05,0.663,0.228,,P,N,N,2.5888
  1269 Rollandia (1930 SH),3.902300282,0.099597655,,2.7585557,134.7056007,19.4604783,3.513640325,4.290960238,7.70884352,42804,0,2817,8.82,104.893,0.048,19.98,0.775,0.271,,D,N,N,2.52449
  1270 Datura (1930 YE),2.234732386,0.208368139,,5.986017103,97.79651235,258.9100814,1.769085359,2.700379414,3.340769305,32384,0,2393,12.5,8.203,0.288,3.359,,,,,N,N,0.775713
  1271 Isergina (1931 TN),3.140922884,0.120225853,,6.68131235,126.8433272,271.4532341,2.763302751,3.518543016,5.566652521,41400,0,2688,10.3,47.524,0.031,7.59932,,,C,,N,N,1.7807
  1272 Gefion (1931 TZ1),2.784386625,0.150636441,,8.415392099,321.4153994,3.681226,2.364956533,3.203816717,4.646249321,37219,0,1833,12.9,6.965,0.252,3.087,,,Sl,,N,N,1.3521
  1273 Helma (1932 PF),2.393570438,0.16177106,,5.403958933,296.4909766,49.07489396,2.00636001,2.780780865,3.70320301,31688,0,2277,12.9,6.278,0.34,6.0851,,,,,N,N,1.00262
  1274 Delportia (1932 WC),2.229549729,0.112757131,,4.396453591,327.0792469,244.7175614,1.978152099,2.480947359,3.329154477,36879,0,2585,11.82,9.611,0.461,5.615,0.895,0.525,,S,N,N,0.977566
  1275 Cimbria (1932 WG),2.681276014,0.166869819,,12.85335655,188.4552651,197.6611614,2.233851971,3.128700057,4.390565767,31676,0,2668,10.72,27.622,0.141,5.65,0.698,0.304,,X,N,N,1.23951
  1276 Ucclia (1933 BA),3.178949558,0.093476069,,23.27604854,114.4372573,334.0944115,2.88179385,3.476105267,5.668049802,31620,0,2184,10.9,36.499,0.075,4.90768,,,,,N,N,1.91093
  1277 Dolores (1933 HA),2.700518062,0.237181015,,6.968628968,247.0391376,47.0877798,2.060006446,3.341029677,4.437913486,31292,0,2789,11.05,32.587,0.063,17.19,0.73,0.378,Cb,C,N,N,1.05075
  1278 Kenya (1933 LA),2.405318986,0.262978507,,10.85549813,90.28690889,238.4664543,1.772771791,3.037866181,3.73050152,41869,0,2452,10.8,19.361,0.195,188,,,S,,N,N,0.787443
  1279 Uganda (1933 LB),2.369889552,0.210915789,,5.723303402,335.4122311,297.7098069,1.870042427,2.869736677,3.648382482,31356,0,2326,12.51,6.804,0.321,23.2,0.76,,,,N,N,0.861709
  1280 Baillauda (1933 QB),3.412191913,0.049799742,,6.461125268,293.0640351,98.36564924,3.242265636,3.582118189,6.30316065,31409,0,2556,10.33,50.83,0.0505,12.6,0.671,0.36,,X,N,N,2.25592
  1281 Jeanne (1933 QJ),2.556133568,0.208351632,,7.445756844,210.0994405,72.58324037,2.023558966,3.08870817,4.086801252,42049,0,2703,11.5,25.716,0.058,15.18,,,,,N,N,1.02192
  1282 Utopia (1933 QM1),3.115555968,0.12418843,,18.04403375,324.3096574,79.05687623,2.728639965,3.502471972,5.499352249,31303,0,1990,10.2,57.702,0.053,13.623,,,,,N,N,1.80402
  1283 Komsomolia (1925 SC),3.182109991,0.22110936,,8.908752045,157.7233797,234.9325564,2.478515688,3.885704295,5.676504455,42592,0,2648,10.4,29.569,0.153,32.175,,,,,N,N,1.49615
